symbol,report_period,announcement_date,line_item_name_source,line_item_value,unit_canonical
600231,2023-06-30,2023-08-31,PARENT_NETPROFIT,-9.9651e+07,CNY_yuan
600231,2023-06-30,2023-08-31,TOTAL_OPERATE_INCOME,1.06888e+10,CNY_yuan
600231,2023-09-30,2023-10-28,PARENT_NETPROFIT,-2.0118e+08,CNY_yuan
600231,2023-09-30,2023-10-28,TOTAL_OPERATE_INCOME,1.55215e+10,CNY_yuan
600231,2023-12-31,2024-04-25,PARENT_NETPROFIT,-6.81174e+08,CNY_yuan
600231,2023-12-31,2024-04-25,TOTAL_OPERATE_INCOME,2.0321e+10,CNY_yuan
600231,2024-03-31,2024-04-30,PARENT_NETPROFIT,-3.19585e+08,CNY_yuan
600231,2024-03-31,2024-04-30,TOTAL_OPERATE_INCOME,5.18455e+09,CNY_yuan
600231,2024-06-30,2024-08-31,PARENT_NETPROFIT,-5.21983e+08,CNY_yuan
600231,2024-06-30,2024-08-31,TOTAL_OPERATE_INCOME,1.01927e+10,CNY_yuan
600231,2024-09-30,2024-10-31,PARENT_NETPROFIT,-1.36336e+09,CNY_yuan
600231,2024-09-30,2024-10-31,TOTAL_OPERATE_INCOME,1.38845e+10,CNY_yuan
600231,2024-12-31,2025-04-01,PARENT_NETPROFIT,-1.67846e+09,CNY_yuan
600231,2024-12-31,2025-04-01,TOTAL_OPERATE_INCOME,1.80974e+10,CNY_yuan
600231,2025-03-31,2025-04-30,PARENT_NETPROFIT,-2.51908e+08,CNY_yuan
600231,2025-03-31,2025-04-30,TOTAL_OPERATE_INCOME,3.8807e+09,CNY_yuan
600231,2025-06-30,2025-08-28,PARENT_NETPROFIT,-5.78163e+08,CNY_yuan
600231,2025-06-30,2025-08-28,TOTAL_OPERATE_INCOME,7.37762e+09,CNY_yuan
600231,2025-09-30,2025-10-25,PARENT_NETPROFIT,-8.43682e+08,CNY_yuan
600231,2025-09-30,2025-10-25,TOTAL_OPERATE_INCOME,1.17587e+10,CNY_yuan
600231,2025-12-31,2026-04-01,PARENT_NETPROFIT,-1.55726e+09,CNY_yuan
600231,2025-12-31,2026-04-01,TOTAL_OPERATE_INCOME,1.56609e+10,CNY_yuan
600231,2026-03-31,2026-04-30,PARENT_NETPROFIT,-4.79551e+08,CNY_yuan
600231,2026-03-31,2026-04-30,TOTAL_OPERATE_INCOME,3.74506e+09,CNY_yuan
