symbol,exchange,board,evidence_role,required_date,evidence_business_date,official_page_url,official_data_url,local_file,retrieved_at,sha256,status_value,listing_status,risk_warning_flag,date_mapping_reason,evidence_grade,validation_status,notes
600231,SH,main,baseline_2025-07-25,2025-07-25,,https://www.sse.com.cn/assortment/stock/list/share/,https://query.sse.com.cn/sseQuery/commonQuery.do?STOCK_TYPE=1&REG_PROVINCE=&CSRC_CODE=&STOCK_CODE=600231&sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L&COMPANY_STATUS=2%2C4%2C5%2C7%2C8&type=inParams&isPagination=true&pageHelp.cacheSize=1&pageHelp.beginPage=1&pageHelp.pageSize=100&pageHelp.pageNo=1&pageHelp.endPage=1,data/manual/stage8/security_status/sources/SH/600231/sse_stock_list_600231_2026-08-06.json; data/manual/stage8/security_status/sources/SH/sse_risk_warning_plate_2026-08-06.json,2026-08-06T14:35:53+08:00,a13f9891daf314ef77050859dcd9e1c6492597e9a7bb7e0f8dc2a43d216e3523,UNKNOWN,CURRENT_LISTED_ONLY,CURRENT_ABSENT_ONLY,官方接口无历史日期参数，当前快照无业务日期，不能映射至2025-07-25。,CURRENT_ONLY,PARTIAL,普通公告PDF已剔除；未找到上交所历史风险警示名单或历史证券列表，历史边界状态未证明。
600231,SH,main,endpoint_2026-07-27,2026-07-27,,https://www.sse.com.cn/assortment/stock/list/share/,https://query.sse.com.cn/sseQuery/commonQuery.do?STOCK_TYPE=1&REG_PROVINCE=&CSRC_CODE=&STOCK_CODE=600231&sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L&COMPANY_STATUS=2%2C4%2C5%2C7%2C8&type=inParams&isPagination=true&pageHelp.cacheSize=1&pageHelp.beginPage=1&pageHelp.pageSize=100&pageHelp.pageNo=1&pageHelp.endPage=1,data/manual/stage8/security_status/sources/SH/600231/sse_stock_list_600231_2026-08-06.json; data/manual/stage8/security_status/sources/SH/sse_risk_warning_plate_2026-08-06.json,2026-08-06T14:35:53+08:00,a13f9891daf314ef77050859dcd9e1c6492597e9a7bb7e0f8dc2a43d216e3523,UNKNOWN,CURRENT_LISTED_ONLY,CURRENT_ABSENT_ONLY,官方接口无历史日期参数，当前快照无业务日期，不能映射至2026-07-27。,CURRENT_ONLY,PARTIAL,普通公告PDF已剔除；未找到上交所历史风险警示名单或历史证券列表，历史边界状态未证明。
600438,SH,main,baseline_2025-07-25,2025-07-25,,https://www.sse.com.cn/assortment/stock/list/share/,https://query.sse.com.cn/sseQuery/commonQuery.do?STOCK_TYPE=1&REG_PROVINCE=&CSRC_CODE=&STOCK_CODE=600438&sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L&COMPANY_STATUS=2%2C4%2C5%2C7%2C8&type=inParams&isPagination=true&pageHelp.cacheSize=1&pageHelp.beginPage=1&pageHelp.pageSize=100&pageHelp.pageNo=1&pageHelp.endPage=1,data/manual/stage8/security_status/sources/SH/600438/sse_stock_list_600438_2026-08-06.json; data/manual/stage8/security_status/sources/SH/sse_risk_warning_plate_2026-08-06.json,2026-08-06T14:35:53+08:00,d83aa415ca89b18d67fa53ff6fd4cfc39d52b94869e8169f248bee26cf5fae4c,UNKNOWN,CURRENT_LISTED_ONLY,CURRENT_ABSENT_ONLY,官方接口无历史日期参数，当前快照无业务日期，不能映射至2025-07-25。,CURRENT_ONLY,PARTIAL,普通公告PDF已剔除；未找到上交所历史风险警示名单或历史证券列表，历史边界状态未证明。
600438,SH,main,endpoint_2026-07-27,2026-07-27,,https://www.sse.com.cn/assortment/stock/list/share/,https://query.sse.com.cn/sseQuery/commonQuery.do?STOCK_TYPE=1&REG_PROVINCE=&CSRC_CODE=&STOCK_CODE=600438&sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L&COMPANY_STATUS=2%2C4%2C5%2C7%2C8&type=inParams&isPagination=true&pageHelp.cacheSize=1&pageHelp.beginPage=1&pageHelp.pageSize=100&pageHelp.pageNo=1&pageHelp.endPage=1,data/manual/stage8/security_status/sources/SH/600438/sse_stock_list_600438_2026-08-06.json; data/manual/stage8/security_status/sources/SH/sse_risk_warning_plate_2026-08-06.json,2026-08-06T14:35:53+08:00,d83aa415ca89b18d67fa53ff6fd4cfc39d52b94869e8169f248bee26cf5fae4c,UNKNOWN,CURRENT_LISTED_ONLY,CURRENT_ABSENT_ONLY,官方接口无历史日期参数，当前快照无业务日期，不能映射至2026-07-27。,CURRENT_ONLY,PARTIAL,普通公告PDF已剔除；未找到上交所历史风险警示名单或历史证券列表，历史边界状态未证明。
600763,SH,main,baseline_2025-07-25,2025-07-25,,https://www.sse.com.cn/assortment/stock/list/share/,https://query.sse.com.cn/sseQuery/commonQuery.do?STOCK_TYPE=1&REG_PROVINCE=&CSRC_CODE=&STOCK_CODE=600763&sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L&COMPANY_STATUS=2%2C4%2C5%2C7%2C8&type=inParams&isPagination=true&pageHelp.cacheSize=1&pageHelp.beginPage=1&pageHelp.pageSize=100&pageHelp.pageNo=1&pageHelp.endPage=1,data/manual/stage8/security_status/sources/SH/600763/sse_stock_list_600763_2026-08-06.json; data/manual/stage8/security_status/sources/SH/sse_risk_warning_plate_2026-08-06.json,2026-08-06T14:35:53+08:00,b249cbb04779ef58076bbe9d90006d1634e7dc027645cc3429683cd8300f750e,UNKNOWN,CURRENT_LISTED_ONLY,CURRENT_ABSENT_ONLY,官方接口无历史日期参数，当前快照无业务日期，不能映射至2025-07-25。,CURRENT_ONLY,PARTIAL,普通公告PDF已剔除；未找到上交所历史风险警示名单或历史证券列表，历史边界状态未证明。
600763,SH,main,endpoint_2026-07-27,2026-07-27,,https://www.sse.com.cn/assortment/stock/list/share/,https://query.sse.com.cn/sseQuery/commonQuery.do?STOCK_TYPE=1&REG_PROVINCE=&CSRC_CODE=&STOCK_CODE=600763&sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L&COMPANY_STATUS=2%2C4%2C5%2C7%2C8&type=inParams&isPagination=true&pageHelp.cacheSize=1&pageHelp.beginPage=1&pageHelp.pageSize=100&pageHelp.pageNo=1&pageHelp.endPage=1,data/manual/stage8/security_status/sources/SH/600763/sse_stock_list_600763_2026-08-06.json; data/manual/stage8/security_status/sources/SH/sse_risk_warning_plate_2026-08-06.json,2026-08-06T14:35:53+08:00,b249cbb04779ef58076bbe9d90006d1634e7dc027645cc3429683cd8300f750e,UNKNOWN,CURRENT_LISTED_ONLY,CURRENT_ABSENT_ONLY,官方接口无历史日期参数，当前快照无业务日期，不能映射至2026-07-27。,CURRENT_ONLY,PARTIAL,普通公告PDF已剔除；未找到上交所历史风险警示名单或历史证券列表，历史边界状态未证明。
601012,SH,main,baseline_2025-07-25,2025-07-25,,https://www.sse.com.cn/assortment/stock/list/share/,https://query.sse.com.cn/sseQuery/commonQuery.do?STOCK_TYPE=1&REG_PROVINCE=&CSRC_CODE=&STOCK_CODE=601012&sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L&COMPANY_STATUS=2%2C4%2C5%2C7%2C8&type=inParams&isPagination=true&pageHelp.cacheSize=1&pageHelp.beginPage=1&pageHelp.pageSize=100&pageHelp.pageNo=1&pageHelp.endPage=1,data/manual/stage8/security_status/sources/SH/601012/sse_stock_list_601012_2026-08-06.json; data/manual/stage8/security_status/sources/SH/sse_risk_warning_plate_2026-08-06.json,2026-08-06T14:35:53+08:00,31eb3f26a074d9038ed78cd62922a732cae562df6c0eb3ba0de79ac742ab7a4e,UNKNOWN,CURRENT_LISTED_ONLY,CURRENT_ABSENT_ONLY,官方接口无历史日期参数，当前快照无业务日期，不能映射至2025-07-25。,CURRENT_ONLY,PARTIAL,普通公告PDF已剔除；未找到上交所历史风险警示名单或历史证券列表，历史边界状态未证明。
601012,SH,main,endpoint_2026-07-27,2026-07-27,,https://www.sse.com.cn/assortment/stock/list/share/,https://query.sse.com.cn/sseQuery/commonQuery.do?STOCK_TYPE=1&REG_PROVINCE=&CSRC_CODE=&STOCK_CODE=601012&sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L&COMPANY_STATUS=2%2C4%2C5%2C7%2C8&type=inParams&isPagination=true&pageHelp.cacheSize=1&pageHelp.beginPage=1&pageHelp.pageSize=100&pageHelp.pageNo=1&pageHelp.endPage=1,data/manual/stage8/security_status/sources/SH/601012/sse_stock_list_601012_2026-08-06.json; data/manual/stage8/security_status/sources/SH/sse_risk_warning_plate_2026-08-06.json,2026-08-06T14:35:53+08:00,31eb3f26a074d9038ed78cd62922a732cae562df6c0eb3ba0de79ac742ab7a4e,UNKNOWN,CURRENT_LISTED_ONLY,CURRENT_ABSENT_ONLY,官方接口无历史日期参数，当前快照无业务日期，不能映射至2026-07-27。,CURRENT_ONLY,PARTIAL,普通公告PDF已剔除；未找到上交所历史风险警示名单或历史证券列表，历史边界状态未证明。
601500,SH,main,baseline_2025-07-25,2025-07-25,,https://www.sse.com.cn/assortment/stock/list/share/,https://query.sse.com.cn/sseQuery/commonQuery.do?STOCK_TYPE=1&REG_PROVINCE=&CSRC_CODE=&STOCK_CODE=601500&sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L&COMPANY_STATUS=2%2C4%2C5%2C7%2C8&type=inParams&isPagination=true&pageHelp.cacheSize=1&pageHelp.beginPage=1&pageHelp.pageSize=100&pageHelp.pageNo=1&pageHelp.endPage=1,data/manual/stage8/security_status/sources/SH/601500/sse_stock_list_601500_2026-08-06.json; data/manual/stage8/security_status/sources/SH/sse_risk_warning_plate_2026-08-06.json,2026-08-06T14:35:53+08:00,949181b952fc834a45a37d51c56f297229687b71b6e314c890a00b0ac2d8dedb,UNKNOWN,CURRENT_LISTED_ONLY,CURRENT_ABSENT_ONLY,官方接口无历史日期参数，当前快照无业务日期，不能映射至2025-07-25。,CURRENT_ONLY,PARTIAL,普通公告PDF已剔除；未找到上交所历史风险警示名单或历史证券列表，历史边界状态未证明。
601500,SH,main,endpoint_2026-07-27,2026-07-27,,https://www.sse.com.cn/assortment/stock/list/share/,https://query.sse.com.cn/sseQuery/commonQuery.do?STOCK_TYPE=1&REG_PROVINCE=&CSRC_CODE=&STOCK_CODE=601500&sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L&COMPANY_STATUS=2%2C4%2C5%2C7%2C8&type=inParams&isPagination=true&pageHelp.cacheSize=1&pageHelp.beginPage=1&pageHelp.pageSize=100&pageHelp.pageNo=1&pageHelp.endPage=1,data/manual/stage8/security_status/sources/SH/601500/sse_stock_list_601500_2026-08-06.json; data/manual/stage8/security_status/sources/SH/sse_risk_warning_plate_2026-08-06.json,2026-08-06T14:35:53+08:00,949181b952fc834a45a37d51c56f297229687b71b6e314c890a00b0ac2d8dedb,UNKNOWN,CURRENT_LISTED_ONLY,CURRENT_ABSENT_ONLY,官方接口无历史日期参数，当前快照无业务日期，不能映射至2026-07-27。,CURRENT_ONLY,PARTIAL,普通公告PDF已剔除；未找到上交所历史风险警示名单或历史证券列表，历史边界状态未证明。
