symbol,report_period,announcement_date,line_item_name_source,line_item_value,unit_canonical
000100,2023-06-30,2023-08-30,PARENT_NETPROFIT,3.40493e+08,CNY_yuan
000100,2023-06-30,2023-08-30,TOTAL_OPERATE_INCOME,8.51902e+10,CNY_yuan
000100,2023-09-30,2023-10-28,PARENT_NETPROFIT,1.61141e+09,CNY_yuan
000100,2023-09-30,2023-10-28,TOTAL_OPERATE_INCOME,1.33166e+11,CNY_yuan
000100,2023-12-31,2024-04-30,PARENT_NETPROFIT,2.21493e+09,CNY_yuan
000100,2023-12-31,2024-04-30,TOTAL_OPERATE_INCOME,1.74446e+11,CNY_yuan
000100,2024-03-31,2024-04-30,PARENT_NETPROFIT,2.3997e+08,CNY_yuan
000100,2024-03-31,2024-04-30,TOTAL_OPERATE_INCOME,3.99464e+10,CNY_yuan
000100,2024-06-30,2024-08-27,PARENT_NETPROFIT,9.95213e+08,CNY_yuan
000100,2024-06-30,2024-08-27,TOTAL_OPERATE_INCOME,8.03034e+10,CNY_yuan
000100,2024-09-30,2024-10-30,PARENT_NETPROFIT,1.52532e+09,CNY_yuan
000100,2024-09-30,2024-10-30,TOTAL_OPERATE_INCOME,1.23132e+11,CNY_yuan
000100,2024-12-31,2025-04-29,PARENT_NETPROFIT,1.56411e+09,CNY_yuan
000100,2024-12-31,2025-04-29,TOTAL_OPERATE_INCOME,1.64963e+11,CNY_yuan
000100,2025-03-31,2025-04-29,PARENT_NETPROFIT,1.01258e+09,CNY_yuan
000100,2025-03-31,2025-04-29,TOTAL_OPERATE_INCOME,4.01195e+10,CNY_yuan
000100,2025-06-30,2025-08-30,PARENT_NETPROFIT,1.8835e+09,CNY_yuan
000100,2025-06-30,2025-08-30,TOTAL_OPERATE_INCOME,8.56616e+10,CNY_yuan
000100,2025-09-30,2025-10-31,PARENT_NETPROFIT,3.04679e+09,CNY_yuan
000100,2025-09-30,2025-10-31,TOTAL_OPERATE_INCOME,1.36065e+11,CNY_yuan
000100,2025-12-31,2026-03-28,PARENT_NETPROFIT,4.51678e+09,CNY_yuan
000100,2025-12-31,2026-03-28,TOTAL_OPERATE_INCOME,1.84211e+11,CNY_yuan
000100,2026-03-31,2026-04-30,PARENT_NETPROFIT,1.55645e+09,CNY_yuan
000100,2026-03-31,2026-04-30,TOTAL_OPERATE_INCOME,4.34778e+10,CNY_yuan
