symbol,report_period,announcement_date,line_item_name_source,line_item_value,unit_canonical
603259,2023-06-30,2023-08-01,PARENT_NETPROFIT,5.31312e+09,CNY_yuan
603259,2023-06-30,2023-08-01,TOTAL_OPERATE_INCOME,1.88713e+10,CNY_yuan
603259,2023-09-30,2023-10-31,PARENT_NETPROFIT,8.07641e+09,CNY_yuan
603259,2023-09-30,2023-10-31,TOTAL_OPERATE_INCOME,2.95413e+10,CNY_yuan
603259,2023-12-31,2024-03-19,PARENT_NETPROFIT,9.60675e+09,CNY_yuan
603259,2023-12-31,2024-03-19,TOTAL_OPERATE_INCOME,4.03408e+10,CNY_yuan
603259,2024-03-31,2024-04-30,PARENT_NETPROFIT,1.94221e+09,CNY_yuan
603259,2024-03-31,2024-04-30,TOTAL_OPERATE_INCOME,7.98193e+09,CNY_yuan
603259,2024-06-30,2024-07-30,PARENT_NETPROFIT,4.23982e+09,CNY_yuan
603259,2024-06-30,2024-07-30,TOTAL_OPERATE_INCOME,1.72409e+10,CNY_yuan
603259,2024-09-30,2024-10-29,PARENT_NETPROFIT,6.53293e+09,CNY_yuan
603259,2024-09-30,2024-10-29,TOTAL_OPERATE_INCOME,2.7702e+10,CNY_yuan
603259,2024-12-31,2025-03-18,PARENT_NETPROFIT,9.45031e+09,CNY_yuan
603259,2024-12-31,2025-03-18,TOTAL_OPERATE_INCOME,3.92414e+10,CNY_yuan
603259,2025-03-31,2025-04-29,PARENT_NETPROFIT,3.67196e+09,CNY_yuan
603259,2025-03-31,2025-04-29,TOTAL_OPERATE_INCOME,9.6546e+09,CNY_yuan
603259,2025-06-30,2025-07-29,PARENT_NETPROFIT,8.56088e+09,CNY_yuan
603259,2025-06-30,2025-07-29,TOTAL_OPERATE_INCOME,2.07993e+10,CNY_yuan
603259,2025-09-30,2025-10-27,PARENT_NETPROFIT,1.20755e+10,CNY_yuan
603259,2025-09-30,2025-10-27,TOTAL_OPERATE_INCOME,3.28567e+10,CNY_yuan
603259,2025-12-31,2026-03-24,PARENT_NETPROFIT,1.91506e+10,CNY_yuan
603259,2025-12-31,2026-03-24,TOTAL_OPERATE_INCOME,4.54562e+10,CNY_yuan
603259,2026-03-31,2026-04-28,PARENT_NETPROFIT,4.65152e+09,CNY_yuan
603259,2026-03-31,2026-04-28,TOTAL_OPERATE_INCOME,1.24358e+10,CNY_yuan
