symbol,report_period,announcement_date,line_item_name_source,line_item_value,unit_canonical
002600,2023-06-30,2023-08-25,PARENT_NETPROFIT,1.2481e+09,CNY_yuan
002600,2023-06-30,2023-08-25,TOTAL_OPERATE_INCOME,1.52887e+10,CNY_yuan
002600,2023-09-30,2023-10-28,PARENT_NETPROFIT,1.86963e+09,CNY_yuan
002600,2023-09-30,2023-10-28,TOTAL_OPERATE_INCOME,2.46461e+10,CNY_yuan
002600,2023-12-31,2024-04-30,PARENT_NETPROFIT,2.05091e+09,CNY_yuan
002600,2023-12-31,2024-04-30,TOTAL_OPERATE_INCOME,3.41237e+10,CNY_yuan
002600,2024-03-31,2024-04-30,PARENT_NETPROFIT,4.57544e+08,CNY_yuan
002600,2024-03-31,2024-04-30,TOTAL_OPERATE_INCOME,9.81484e+09,CNY_yuan
002600,2024-06-30,2024-08-30,PARENT_NETPROFIT,6.84032e+08,CNY_yuan
002600,2024-06-30,2024-08-30,TOTAL_OPERATE_INCOME,1.91528e+10,CNY_yuan
002600,2024-09-30,2024-10-31,PARENT_NETPROFIT,1.4103e+09,CNY_yuan
002600,2024-09-30,2024-10-31,TOTAL_OPERATE_INCOME,3.15217e+10,CNY_yuan
002600,2024-12-31,2025-03-29,PARENT_NETPROFIT,1.75523e+09,CNY_yuan
002600,2024-12-31,2025-03-29,TOTAL_OPERATE_INCOME,4.42595e+10,CNY_yuan
002600,2025-03-31,2025-04-29,PARENT_NETPROFIT,5.65181e+08,CNY_yuan
002600,2025-03-31,2025-04-29,TOTAL_OPERATE_INCOME,1.14943e+10,CNY_yuan
002600,2025-06-30,2025-08-30,PARENT_NETPROFIT,9.29861e+08,CNY_yuan
002600,2025-06-30,2025-08-30,TOTAL_OPERATE_INCOME,2.36253e+10,CNY_yuan
002600,2025-09-30,2025-10-30,PARENT_NETPROFIT,1.94137e+09,CNY_yuan
002600,2025-09-30,2025-10-30,TOTAL_OPERATE_INCOME,3.75904e+10,CNY_yuan
002600,2025-12-31,2026-03-28,PARENT_NETPROFIT,2.28772e+09,CNY_yuan
002600,2025-12-31,2026-03-28,TOTAL_OPERATE_INCOME,5.14289e+10,CNY_yuan
002600,2026-03-31,2026-04-30,PARENT_NETPROFIT,3.91642e+08,CNY_yuan
002600,2026-03-31,2026-04-30,TOTAL_OPERATE_INCOME,1.2643e+10,CNY_yuan
