symbol,report_period,announcement_date,line_item_name_source,line_item_value,unit_canonical
603799,2023-06-30,2023-08-26,PARENT_NETPROFIT,2.0851e+09,CNY_yuan
603799,2023-06-30,2023-08-26,TOTAL_OPERATE_INCOME,3.33455e+10,CNY_yuan
603799,2023-09-30,2023-10-25,PARENT_NETPROFIT,3.01318e+09,CNY_yuan
603799,2023-09-30,2023-10-25,TOTAL_OPERATE_INCOME,5.10911e+10,CNY_yuan
603799,2023-12-31,2024-04-20,PARENT_NETPROFIT,3.35089e+09,CNY_yuan
603799,2023-12-31,2024-04-20,TOTAL_OPERATE_INCOME,6.6304e+10,CNY_yuan
603799,2024-03-31,2024-04-20,PARENT_NETPROFIT,5.22415e+08,CNY_yuan
603799,2024-03-31,2024-04-20,TOTAL_OPERATE_INCOME,1.49626e+10,CNY_yuan
603799,2024-06-30,2024-08-20,PARENT_NETPROFIT,1.67073e+09,CNY_yuan
603799,2024-06-30,2024-08-20,TOTAL_OPERATE_INCOME,3.00503e+10,CNY_yuan
603799,2024-09-30,2024-10-19,PARENT_NETPROFIT,3.02037e+09,CNY_yuan
603799,2024-09-30,2024-10-19,TOTAL_OPERATE_INCOME,4.54882e+10,CNY_yuan
603799,2024-12-31,2025-04-19,PARENT_NETPROFIT,4.15483e+09,CNY_yuan
603799,2024-12-31,2025-04-19,TOTAL_OPERATE_INCOME,6.09456e+10,CNY_yuan
603799,2025-03-31,2025-04-19,PARENT_NETPROFIT,1.25211e+09,CNY_yuan
603799,2025-03-31,2025-04-19,TOTAL_OPERATE_INCOME,1.7842e+10,CNY_yuan
603799,2025-06-30,2025-08-18,PARENT_NETPROFIT,2.71094e+09,CNY_yuan
603799,2025-06-30,2025-08-18,TOTAL_OPERATE_INCOME,3.71965e+10,CNY_yuan
603799,2025-09-30,2025-10-18,PARENT_NETPROFIT,4.21621e+09,CNY_yuan
603799,2025-09-30,2025-10-18,TOTAL_OPERATE_INCOME,5.89408e+10,CNY_yuan
603799,2025-12-31,2026-04-08,PARENT_NETPROFIT,6.11038e+09,CNY_yuan
603799,2025-12-31,2026-04-08,TOTAL_OPERATE_INCOME,8.10187e+10,CNY_yuan
603799,2026-03-31,2026-04-17,PARENT_NETPROFIT,2.49728e+09,CNY_yuan
603799,2026-03-31,2026-04-17,TOTAL_OPERATE_INCOME,2.58038e+10,CNY_yuan
