symbol,report_period,announcement_date,line_item_name_source,line_item_value,unit_canonical
300433,2023-06-30,2023-08-19,PARENT_NETPROFIT,5.5429e+08,CNY_yuan
300433,2023-06-30,2023-08-19,TOTAL_OPERATE_INCOME,2.01773e+10,CNY_yuan
300433,2023-09-30,2023-10-19,PARENT_NETPROFIT,1.64949e+09,CNY_yuan
300433,2023-09-30,2023-10-19,TOTAL_OPERATE_INCOME,3.38079e+10,CNY_yuan
300433,2023-12-31,2024-04-22,PARENT_NETPROFIT,3.02134e+09,CNY_yuan
300433,2023-12-31,2024-04-22,TOTAL_OPERATE_INCOME,5.44907e+10,CNY_yuan
300433,2024-03-31,2024-04-24,PARENT_NETPROFIT,3.09202e+08,CNY_yuan
300433,2024-03-31,2024-04-24,TOTAL_OPERATE_INCOME,1.54983e+10,CNY_yuan
300433,2024-06-30,2024-08-26,PARENT_NETPROFIT,8.61262e+08,CNY_yuan
300433,2024-06-30,2024-08-26,TOTAL_OPERATE_INCOME,2.88666e+10,CNY_yuan
300433,2024-09-30,2024-10-21,PARENT_NETPROFIT,2.37094e+09,CNY_yuan
300433,2024-09-30,2024-10-21,TOTAL_OPERATE_INCOME,4.62278e+10,CNY_yuan
300433,2024-12-31,2025-03-28,PARENT_NETPROFIT,3.6239e+09,CNY_yuan
300433,2024-12-31,2025-03-28,TOTAL_OPERATE_INCOME,6.98968e+10,CNY_yuan
300433,2025-03-31,2025-04-18,PARENT_NETPROFIT,4.28885e+08,CNY_yuan
300433,2025-03-31,2025-04-18,TOTAL_OPERATE_INCOME,1.70632e+10,CNY_yuan
300433,2025-06-30,2025-08-26,PARENT_NETPROFIT,1.14269e+09,CNY_yuan
300433,2025-06-30,2025-08-26,TOTAL_OPERATE_INCOME,3.29602e+10,CNY_yuan
300433,2025-09-30,2025-10-29,PARENT_NETPROFIT,2.84295e+09,CNY_yuan
300433,2025-09-30,2025-10-29,TOTAL_OPERATE_INCOME,5.36625e+10,CNY_yuan
300433,2025-12-31,2026-03-31,PARENT_NETPROFIT,4.01783e+09,CNY_yuan
300433,2025-12-31,2026-03-31,TOTAL_OPERATE_INCOME,7.44097e+10,CNY_yuan
300433,2026-03-31,2026-04-16,PARENT_NETPROFIT,-1.49601e+08,CNY_yuan
300433,2026-03-31,2026-04-16,TOTAL_OPERATE_INCOME,1.41396e+10,CNY_yuan
