symbol,report_period,announcement_date,line_item_name_source,line_item_value,unit_canonical
600763,2023-06-30,2023-08-25,PARENT_NETPROFIT,3.04413e+08,CNY_yuan
600763,2023-06-30,2023-08-25,TOTAL_OPERATE_INCOME,1.36267e+09,CNY_yuan
600763,2023-09-30,2023-10-25,PARENT_NETPROFIT,5.11733e+08,CNY_yuan
600763,2023-09-30,2023-10-25,TOTAL_OPERATE_INCOME,2.18484e+09,CNY_yuan
600763,2023-12-31,2024-04-26,PARENT_NETPROFIT,5.00441e+08,CNY_yuan
600763,2023-12-31,2024-04-26,TOTAL_OPERATE_INCOME,2.84651e+09,CNY_yuan
600763,2024-03-31,2024-04-26,PARENT_NETPROFIT,1.73151e+08,CNY_yuan
600763,2024-03-31,2024-04-26,TOTAL_OPERATE_INCOME,7.08442e+08,CNY_yuan
600763,2024-06-30,2024-08-24,PARENT_NETPROFIT,3.0978e+08,CNY_yuan
600763,2024-06-30,2024-08-24,TOTAL_OPERATE_INCOME,1.41058e+09,CNY_yuan
600763,2024-09-30,2024-10-29,PARENT_NETPROFIT,4.97775e+08,CNY_yuan
600763,2024-09-30,2024-10-29,TOTAL_OPERATE_INCOME,2.23313e+09,CNY_yuan
600763,2024-12-31,2025-04-26,PARENT_NETPROFIT,5.01004e+08,CNY_yuan
600763,2024-12-31,2025-04-26,TOTAL_OPERATE_INCOME,2.87378e+09,CNY_yuan
600763,2025-03-31,2025-04-26,PARENT_NETPROFIT,1.83827e+08,CNY_yuan
600763,2025-03-31,2025-04-26,TOTAL_OPERATE_INCOME,7.44612e+08,CNY_yuan
600763,2025-06-30,2025-08-23,PARENT_NETPROFIT,3.21158e+08,CNY_yuan
600763,2025-06-30,2025-08-23,TOTAL_OPERATE_INCOME,1.44844e+09,CNY_yuan
600763,2025-09-30,2025-10-28,PARENT_NETPROFIT,5.135e+08,CNY_yuan
600763,2025-09-30,2025-10-28,TOTAL_OPERATE_INCOME,2.29021e+09,CNY_yuan
600763,2025-12-31,2026-04-18,PARENT_NETPROFIT,5.01946e+08,CNY_yuan
600763,2025-12-31,2026-04-18,TOTAL_OPERATE_INCOME,2.9131e+09,CNY_yuan
600763,2026-03-31,2026-04-18,PARENT_NETPROFIT,1.86875e+08,CNY_yuan
600763,2026-03-31,2026-04-18,TOTAL_OPERATE_INCOME,7.55289e+08,CNY_yuan
