symbol,report_period,announcement_date,line_item_name_source,line_item_value,unit_canonical
601012,2023-06-30,2023-08-31,PARENT_NETPROFIT,9.17838e+09,CNY_yuan
601012,2023-06-30,2023-08-31,TOTAL_OPERATE_INCOME,6.46524e+10,CNY_yuan
601012,2023-09-30,2023-10-31,PARENT_NETPROFIT,1.16937e+10,CNY_yuan
601012,2023-09-30,2023-10-31,TOTAL_OPERATE_INCOME,9.41001e+10,CNY_yuan
601012,2023-12-31,2024-04-30,PARENT_NETPROFIT,1.07514e+10,CNY_yuan
601012,2023-12-31,2024-04-30,TOTAL_OPERATE_INCOME,1.29498e+11,CNY_yuan
601012,2024-03-31,2024-04-30,PARENT_NETPROFIT,-2.35026e+09,CNY_yuan
601012,2024-03-31,2024-04-30,TOTAL_OPERATE_INCOME,1.76736e+10,CNY_yuan
601012,2024-06-30,2024-08-31,PARENT_NETPROFIT,-5.23063e+09,CNY_yuan
601012,2024-06-30,2024-08-31,TOTAL_OPERATE_INCOME,3.85287e+10,CNY_yuan
601012,2024-09-30,2024-10-31,PARENT_NETPROFIT,-6.48553e+09,CNY_yuan
601012,2024-09-30,2024-10-31,TOTAL_OPERATE_INCOME,5.85927e+10,CNY_yuan
601012,2024-12-31,2025-04-30,PARENT_NETPROFIT,-8.5921e+09,CNY_yuan
601012,2024-12-31,2025-04-30,TOTAL_OPERATE_INCOME,8.25823e+10,CNY_yuan
601012,2025-03-31,2025-04-30,PARENT_NETPROFIT,-1.43065e+09,CNY_yuan
601012,2025-03-31,2025-04-30,TOTAL_OPERATE_INCOME,1.36525e+10,CNY_yuan
601012,2025-06-30,2025-08-23,PARENT_NETPROFIT,-2.56936e+09,CNY_yuan
601012,2025-06-30,2025-08-23,TOTAL_OPERATE_INCOME,3.28131e+10,CNY_yuan
601012,2025-09-30,2025-10-31,PARENT_NETPROFIT,-3.40347e+09,CNY_yuan
601012,2025-09-30,2025-10-31,TOTAL_OPERATE_INCOME,5.09146e+10,CNY_yuan
601012,2025-12-31,2026-04-29,PARENT_NETPROFIT,-6.41956e+09,CNY_yuan
601012,2025-12-31,2026-04-29,TOTAL_OPERATE_INCOME,7.0347e+10,CNY_yuan
601012,2026-03-31,2026-04-29,PARENT_NETPROFIT,-1.9199e+09,CNY_yuan
601012,2026-03-31,2026-04-29,TOTAL_OPERATE_INCOME,1.11916e+10,CNY_yuan
