market,category,source_field,canonical_name,mapping_status,configured_unit
A,financial_abstract,应收账款周转率,provider_field_73a62d9ff6285f40,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,归属母公司净利润增长率,provider_field_cf21339c03e8c1ad,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,归母净利润,parent_net_profit,CORE_MAPPED,currency
A,financial_abstract,总资产净利率_平均,provider_field_f900d715c66d20d4,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,总资产净利率_平均(含少数股东损益),provider_field_e511d112d9984ef7,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,总资产周转天数,provider_field_5c572038435ccadc,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,总资产周转率,provider_field_491fd87332ea9ec2,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,总资产报酬率,provider_field_4db4c98802507ff0,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,总资产报酬率(ROA),provider_field_fe9f94acb125bcf0,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,总资本回报率,provider_field_97b7a66ec8b5c6a2,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,息前税后总资产报酬率_平均,provider_field_4495296806ead840,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,息税前利润率,provider_field_ebd42711ee198780,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,成本费用利润率,provider_field_f342fabcaf491c17,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,成本费用率,provider_field_f9608703e39e70fd,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,所得税/利润总额,provider_field_ee902f71b36a877c,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,扣非净利润,provider_field_1b55391eaa6aa4ff,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,投入资本回报率,provider_field_71e7711c051ddeef,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,摊薄净资产收益率,provider_field_05ef01309cc47788,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,摊薄净资产收益率_扣除非经常损益,provider_field_405f32d420aba919,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,摊薄每股净资产_期末股数,provider_field_0fd6667386481e97,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,摊薄每股收益_最新股数,provider_field_990476084b7c53ef,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,期间费用率,provider_field_ee3cc01fb84e8df3,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,权益乘数,provider_field_18970ad299517316,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,权益乘数(含少数股权的净资产),provider_field_427211e6d42edfad,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股企业自由现金流量,provider_field_9f58f3508f0f17e9,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股净资产,provider_field_ee27a601054df351,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股净资产_最新股数,provider_field_8e3c06f9f211ef2c,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股息税前利润,provider_field_b10bf589bb7d4540,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股未分配利润,provider_field_d3e0f52c609feff2,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股现金流,provider_field_e7899ff01942ba5c,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股现金流量净额,provider_field_fcab41ed4d28213e,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股留存收益,provider_field_6dfe05e14aff4bac,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股盈余公积金,provider_field_b5868738b2ed130d,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股经营现金流,provider_field_3ce9ccdf44c60a34,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股股东自由现金流量,provider_field_b89e8110654484fb,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股营业总收入,provider_field_dfc71495adf881e2,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股营业收入,provider_field_226b1350a9fad9d1,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,每股资本公积金,provider_field_46459475d6189393,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,毛利率,gross_margin,CORE_MAPPED,percent
A,financial_abstract,流动比率,provider_field_177a460a19118ed0,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,流动资产周转天数,provider_field_75f7cfcb06752cc7,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,流动资产周转率,provider_field_d33c54e974b1bc14,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,现金比率,provider_field_2dc3b09f3451fdcf,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,稀释每股收益,provider_field_ba07e3dbe82060e2,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,经营性现金净流量/营业总收入,provider_field_ffc7b4c68c6f0bb1,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,经营活动净现金/归属母公司的净利润,provider_field_e672b1141338e07d,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,经营活动净现金/销售收入,provider_field_bb4995d1a1590224,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,经营现金流量净额,operating_cash_flow,CORE_MAPPED,currency
A,financial_abstract,股东权益合计(净资产),net_assets,CORE_MAPPED,currency
A,financial_abstract,营业利润率,provider_field_f6c1000cc7d4827e,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,营业总收入,revenue,CORE_MAPPED,currency
A,financial_abstract,营业总收入增长率,provider_field_834c9044834e5a49,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,营业成本,provider_field_738c457aabd6d799,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,调整每股净资产_期末股数,provider_field_78b601b5423211fd,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,资产负债率,provider_field_a9af610a8ce11605,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,速动比率,provider_field_a422dfad5aea2498,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,销售净利率,provider_field_30a9f437246d4af9,PASSTHROUGH_STANDARDIZED,inferred
A,financial_abstract,销售成本率,provider_field_304e6f941aefc71f,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,1-2年以内其它应收款(元),provider_field_d5b41ceb8b453b88,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,1-2年以内应收帐款(元),provider_field_05b949086f227e59,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,1-2年以内预付货款(元),provider_field_596cbf976e2b64ca,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,1年以内其它应收款(元),provider_field_967db41efc7c7601,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,1年以内应收帐款(元),provider_field_2ebaa060f110c9a5,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,2-3年以内其它应收款(元),provider_field_bf62ecf922fe553d,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,2-3年以内应收帐款(元),provider_field_d77b92c43e0db08f,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,2-3年以内预付货款(元),provider_field_603e5926a5880ec6,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,3年以内其它应收款(元),provider_field_eb735c4ea5046467,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,3年以内应收帐款(元),provider_field_19523cc854031252,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,3年以内预付货款(元),provider_field_555a969c8e2e98be,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,三项费用比重,provider_field_b662a74f6b8059aa,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,主营业务利润(元),provider_field_29a3e507ab544a9c,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,主营业务利润率(%),provider_field_8f910d945e1ea7cf,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,主营业务成本率(%),provider_field_18d075d49f3f82be,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,主营业务收入增长率(%),provider_field_1f3f194c336a2a48,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,主营利润比重,provider_field_57540a74e74026bb,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,产权比率(%),provider_field_fc83069a31d1af92,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,净利润增长率(%),provider_field_42b805fef9b8547a,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,净资产增长率(%),provider_field_a649520dc9e71375,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,净资产报酬率(%),provider_field_73bf2d47a818c097,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,净资产收益率(%),roe,CORE_MAPPED,percent
A,financial_indicator,利息支付倍数,provider_field_8f16156a47e47e88,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,加权净资产收益率(%),weighted_roe,CORE_MAPPED,percent
A,financial_indicator,加权每股收益(元),provider_field_00c4e5cbd1a21ed2,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,固定资产净值率(%),provider_field_bccfdce67a3c91b1,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,固定资产周转率(次),provider_field_b914fa83aae7f3aa,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,固定资产比重(%),provider_field_902c0159a62ff43b,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,存货周转天数(天),provider_field_520d1ea478e96ee6,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,存货周转率(次),provider_field_e2da27cb80ac2134,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,应收账款周转天数(天),provider_field_5d25dda81797f7b5,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,应收账款周转率(次),provider_field_ba37db64215b607f,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,总资产(元),provider_field_22d39760cba85ec3,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,总资产净利润率(%),roa,CORE_MAPPED,percent
A,financial_indicator,总资产利润率(%),provider_field_40b003c52f9ea0eb,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,总资产周转天数(天),provider_field_f35940808c50e9b8,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,总资产周转率(次),provider_field_6a89754c395328b5,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,总资产增长率(%),provider_field_92753d44de7bf3b8,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,成本费用利润率(%),provider_field_4cdf836ae9c513ee,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,扣除非经常性损益后的净利润(元),provider_field_ea94c51c2814f4d4,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,扣除非经常性损益后的每股收益(元),provider_field_4a4a4d4def98ab0d,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,投资收益率(%),provider_field_c74c2f0bd6eab682,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,摊薄每股收益(元),eps,CORE_MAPPED,currency_per_share
A,financial_indicator,每股净资产_调整前(元),provider_field_d47692c8ee599fe3,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,每股净资产_调整后(元),provider_field_a1642c91080771d8,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,每股收益_调整后(元),provider_field_ad8196d9d29910a7,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,每股未分配利润(元),provider_field_db189dcf0c0963a4,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,每股经营性现金流(元),provider_field_d31ffff3e0239ca4,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,每股资本公积金(元),provider_field_1ce58db53a653b7f,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,流动比率,provider_field_a31453a6a845c190,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,流动资产周转天数(天),provider_field_dc53703d253be27b,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,流动资产周转率(次),provider_field_6c4a2e3e13f68bbf,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,清算价值比率(%),provider_field_9150add71bedf613,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,现金比率(%),provider_field_4d15e8d284bd0bde,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,现金流量比率(%),provider_field_f9e0ff97ebbf8b98,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,经营现金净流量与净利润的比率(%),provider_field_9f0047a9b7222db3,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,经营现金净流量对负债比率(%),provider_field_328f7a985ecf4675,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,经营现金净流量对销售收入比率(%),provider_field_bb7af0b4ae2cfffc,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,股东权益与固定资产比率(%),provider_field_99cb2465dac11ed8,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,股东权益周转率(次),provider_field_7fb727fd2f0db5d7,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,股东权益比率(%),provider_field_0ab41502d983f1a9,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,股息发放率(%),provider_field_bd1b5eefe57c0cc9,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,股本报酬率(%),provider_field_4d5ba8094e4a751b,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,营业利润率(%),provider_field_32abd1a98ebb0cf5,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,调整后的每股净资产(元),provider_field_2d81d4d3976a8cdd,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,负债与所有者权益比率(%),provider_field_5878e2609337f8b9,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,资产报酬率(%),provider_field_74393a97a5770185,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,资产的经营现金流量回报率(%),provider_field_4b025f051976e5f7,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,资产负债率(%),debt_to_asset,CORE_MAPPED,percent
A,financial_indicator,资本化比率(%),provider_field_ea49d26e74f0cb74,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,资本固定化比率(%),provider_field_50afe402102d4927,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,速动比率,provider_field_c5a5ae6546e60aa5,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,销售净利率(%),net_margin,CORE_MAPPED,percent
A,financial_indicator,销售毛利率(%),gross_margin,CORE_MAPPED,percent
A,financial_indicator,长期债券投资(元),provider_field_e67e76de8f6a5c64,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,长期债务与营运资金比率(%),provider_field_d2ad868cce3b5023,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,长期其它经营性投资(元),provider_field_e7ebd9afe242df51,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,长期股票投资(元),provider_field_4adc3819066213c8,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,长期负债比率(%),provider_field_3505156f0360fc62,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,长期资产与长期资金比率(%),provider_field_d6662d508dd73b48,PASSTHROUGH_STANDARDIZED,inferred
A,financial_indicator,非主营比重,provider_field_ee6fb146f876a433,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ABLE_OCI,provider_field_6d17cf17e0187a42,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ABLE_OCI_OTHER,provider_field_cdf839512570959e,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ABLE_OCI_OTHER_YOY,provider_field_051a630d905172dd,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ABLE_OCI_YOY,provider_field_0fd32c3fa3f295da,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ACF_END_INCOME,provider_field_c167e6cd11322de8,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ACF_END_INCOME_YOY,provider_field_48b379266224e4ed,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,AFA_FAIRVALUE_CHANGE,provider_field_597819778fe5fc9c,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,AFA_FAIRVALUE_CHANGE_YOY,provider_field_8c69fa0fe73367e0,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ASSET_DISPOSAL_INCOME,provider_field_10a16e7763efa1be,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ASSET_DISPOSAL_INCOME_YOY,provider_field_78739f3988602342,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ASSET_IMPAIRMENT_INCOME,provider_field_8d709c0ec90c136e,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ASSET_IMPAIRMENT_INCOME_YOY,provider_field_ed421212d6685749,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ASSET_IMPAIRMENT_LOSS,provider_field_f5e547b39c97ac81,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ASSET_IMPAIRMENT_LOSS_YOY,provider_field_a043516f10f83deb,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,BASIC_EPS,eps,CORE_MAPPED,currency_per_share
A,income_statement,BASIC_EPS_YOY,provider_field_ff24686fb41bfb7c,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CASHFLOW_HEDGE_VALID,provider_field_34006aafcd1080d3,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CASHFLOW_HEDGE_VALID_YOY,provider_field_6f30742ec7e0cab9,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CONTINUED_NETPROFIT,provider_field_6efd4a48f485eac0,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CONTINUED_NETPROFIT_YOY,provider_field_d85484315c5f5f1b,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CONVERT_DIFF,provider_field_b430fa6ea45c0edf,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CONVERT_DIFF_YOY,provider_field_e1284ce925275629,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CREDITOR_FAIRVALUE_CHANGE,provider_field_cd27fadd4d05d815,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CREDITOR_IMPAIRMENT_RESERVE,provider_field_475d455fcbd0f82b,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CREDITRISK_FAIRVALUE_CHANGE,provider_field_5127cd54e84f24c9,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CREDIT_IMPAIRMENT_INCOME,provider_field_cf108e00990d3c22,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CREDIT_IMPAIRMENT_INCOME_YOY,provider_field_0c0c39758408cb9e,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,CREDIT_IMPAIRMENT_LOSS,provider_field_a6e7eb2b461668a5,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,DEDUCT_PARENT_NETPROFIT,provider_field_6994b334851d3dc3,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,DEDUCT_PARENT_NETPROFIT_YOY,provider_field_8759574248882a91,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,DILUTED_EPS,provider_field_ac2e70a8a1e751d3,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,DILUTED_EPS_YOY,provider_field_a949b236a109409e,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,DISCONTINUED_NETPROFIT,provider_field_cb6744eb2fc8c005,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,DISCONTINUED_NETPROFIT_YOY,provider_field_29dccfc769aadad7,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,EARNED_PREMIUM,provider_field_9f410441b7a5e056,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,EFFECT_NETPROFIT_BALANCE,provider_field_8638f1eba809be4b,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,EFFECT_NETPROFIT_BALANCE_YOY,provider_field_ed6edcc58f67e2b6,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,EFFECT_TCI_BALANCE,provider_field_9f62c97e5c482299,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,EFFECT_TP_OTHER,provider_field_7b6d3fa5182a1b6d,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,EXCHANGE_INCOME,provider_field_438f5d7273833281,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,EXCHANGE_INCOME_YOY,provider_field_9624b27d10011d6b,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FAIRVALUE_CHANGE_INCOME,provider_field_4876cd62e7d2a563,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FAIRVALUE_CHANGE_INCOME_YOY,provider_field_452dd27a219bb812,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FEE_COMMISSION_EXPENSE,provider_field_91418597f4e0083a,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FEE_COMMISSION_INCOME,provider_field_73957cf30b515af4,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FE_INTEREST_EXPENSE,provider_field_cdcced4ccd740482,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FE_INTEREST_EXPENSE_YOY,provider_field_9d80e581c1c1a0e8,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FE_INTEREST_INCOME,provider_field_a48bd30ca156cffd,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FE_INTEREST_INCOME_YOY,provider_field_e8a72c66a484c25d,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FINANCE_EXPENSE,provider_field_dc18a24d9fd0cdce,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FINANCE_EXPENSE_YOY,provider_field_854fa90cd9adf29d,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,FINANCE_OCI_AMT,provider_field_cab11c42bc046207,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,HMI_AFA,provider_field_c5f29cb4dac5b128,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,INCOME_TAX,provider_field_268a0a7c9c18a489,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,INCOME_TAX_YOY,provider_field_7edc971f67aec1de,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,INTEREST_EXPENSE,provider_field_0a5cb74ba7bcfb24,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,INTEREST_EXPENSE_YOY,provider_field_bddf3449da79bcf8,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,INTEREST_INCOME,provider_field_e73b312977482dce,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,INTEREST_INCOME_YOY,provider_field_dcd2c07a9849a34d,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,INVEST_INCOME,provider_field_d623afcbf10868da,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,INVEST_INCOME_YOY,provider_field_f54ba89796c9c5ad,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,INVEST_JOINT_INCOME,provider_field_53fcb75aa7078b82,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,INVEST_JOINT_INCOME_YOY,provider_field_434ae0c97e14e44f,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,MANAGE_EXPENSE,provider_field_3488b881f80ec541,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,MANAGE_EXPENSE_YOY,provider_field_720b73829dd1a1a8,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,ME_RESEARCH_EXPENSE,provider_field_a943b283e9bc46ff,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,MINORITY_INTEREST,provider_field_f5bd010922723c4c,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,MINORITY_INTEREST_YOY,provider_field_5e3236961bb5a51b,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,MINORITY_OCI,provider_field_b57b9baebd18955d,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,MINORITY_OCI_YOY,provider_field_d8b9d6ce4961ee91,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,MINORITY_TCI,provider_field_72ddff2364b1f986,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,MINORITY_TCI_YOY,provider_field_2694c92ea09346f3,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NETPROFIT,net_profit,CORE_MAPPED,currency
A,income_statement,NETPROFIT_OTHER,provider_field_cb817b53886dfa9f,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NETPROFIT_OTHER_YOY,provider_field_d325e880f3d9e948,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NETPROFIT_YOY,provider_field_f480eed4e699c4fb,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NET_COMPENSATE_EXPENSE,provider_field_8c2e58bc2389732e,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NET_CONTRACT_RESERVE,provider_field_7a4acaf106906da4,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NET_EXPOSURE_INCOME,provider_field_116cb49c21c85864,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NONBUSINESS_EXPENSE,provider_field_bee5573c3ebc9046,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NONBUSINESS_EXPENSE_YOY,provider_field_7753c5fa41dbbef6,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NONBUSINESS_INCOME,provider_field_91aa5a6d8b793259,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NONBUSINESS_INCOME_YOY,provider_field_8723f6acfe92da64,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NONCURRENT_DISPOSAL_INCOME,provider_field_e6bb096513ea55c8,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NONCURRENT_DISPOSAL_INCOME_YOY,provider_field_c81bc2b14e1aab13,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NONCURRENT_DISPOSAL_LOSS,provider_field_c67ee585002a7593,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,NONCURRENT_DISPOSAL_LOSS_YOY,provider_field_cfdbcb8edc9fbaf0,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,OPERATE_COST,provider_field_575b2853b75feaef,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,OPERATE_COST_YOY,provider_field_52fd109519e3a896,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,OPERATE_INCOME,provider_field_8e197f510d635caf,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,OPERATE_INCOME_YOY,provider_field_a5b455f940e62f99,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,OPERATE_PROFIT,provider_field_2c19c2119ceb4b79,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,OPERATE_PROFIT_BALANCE,provider_field_d99d3586b5e3fc77,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,OPERATE_PROFIT_BALANCE_YOY,provider_field_f1b50e7c68cab597,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,OPERATE_PROFIT_OTHER,provider_field_2e3bc03009c33a9e,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,OPERATE_PROFIT_YOY,provider_field_743d125b814cf489,PASSTHROUGH_STANDARDIZED,inferred
A,income_statement,OPERATE_TAX_ADD,provider_field_bd62e7199b6b2525,PASSTHROUGH_STANDARDIZED,inferred
