symbol,report_period,announcement_date,line_item_name_source,line_item_value,unit_canonical
002129,2023-06-30,2023-08-29,PARENT_NETPROFIT,4.53648e+09,CNY_yuan
002129,2023-06-30,2023-08-29,TOTAL_OPERATE_INCOME,3.48978e+10,CNY_yuan
002129,2023-09-30,2023-10-26,PARENT_NETPROFIT,6.18808e+09,CNY_yuan
002129,2023-09-30,2023-10-26,TOTAL_OPERATE_INCOME,4.86541e+10,CNY_yuan
002129,2023-12-31,2024-04-26,PARENT_NETPROFIT,3.41606e+09,CNY_yuan
002129,2023-12-31,2024-04-26,TOTAL_OPERATE_INCOME,5.91465e+10,CNY_yuan
002129,2024-03-31,2024-04-26,PARENT_NETPROFIT,-8.79837e+08,CNY_yuan
002129,2024-03-31,2024-04-26,TOTAL_OPERATE_INCOME,9.93291e+09,CNY_yuan
002129,2024-06-30,2024-08-24,PARENT_NETPROFIT,-3.0636e+09,CNY_yuan
002129,2024-06-30,2024-08-24,TOTAL_OPERATE_INCOME,1.62135e+10,CNY_yuan
002129,2024-09-30,2024-10-29,PARENT_NETPROFIT,-6.06128e+09,CNY_yuan
002129,2024-09-30,2024-10-29,TOTAL_OPERATE_INCOME,2.25823e+10,CNY_yuan
002129,2024-12-31,2025-04-26,PARENT_NETPROFIT,-9.81836e+09,CNY_yuan
002129,2024-12-31,2025-04-26,TOTAL_OPERATE_INCOME,2.84185e+10,CNY_yuan
002129,2025-03-31,2025-04-26,PARENT_NETPROFIT,-1.90635e+09,CNY_yuan
002129,2025-03-31,2025-04-26,TOTAL_OPERATE_INCOME,6.1011e+09,CNY_yuan
002129,2025-06-30,2025-08-23,PARENT_NETPROFIT,-4.24236e+09,CNY_yuan
002129,2025-06-30,2025-08-23,TOTAL_OPERATE_INCOME,1.33981e+10,CNY_yuan
002129,2025-09-30,2025-10-29,PARENT_NETPROFIT,-5.77665e+09,CNY_yuan
002129,2025-09-30,2025-10-29,TOTAL_OPERATE_INCOME,2.15716e+10,CNY_yuan
002129,2025-12-31,2026-03-25,PARENT_NETPROFIT,-9.26379e+09,CNY_yuan
002129,2025-12-31,2026-03-25,TOTAL_OPERATE_INCOME,2.90502e+10,CNY_yuan
002129,2026-03-31,2026-04-28,PARENT_NETPROFIT,-1.6467e+09,CNY_yuan
002129,2026-03-31,2026-04-28,TOTAL_OPERATE_INCOME,6.5491e+09,CNY_yuan
