symbol,report_period,announcement_date,line_item_name_source,line_item_value,unit_canonical
002361,2023-06-30,2023-08-30,PARENT_NETPROFIT,2.13728e+07,CNY_yuan
002361,2023-06-30,2023-08-30,TOTAL_OPERATE_INCOME,1.18622e+09,CNY_yuan
002361,2023-09-30,2023-10-30,PARENT_NETPROFIT,2.63416e+07,CNY_yuan
002361,2023-09-30,2023-10-30,TOTAL_OPERATE_INCOME,1.85571e+09,CNY_yuan
002361,2023-12-31,2024-04-27,PARENT_NETPROFIT,2.5438e+07,CNY_yuan
002361,2023-12-31,2024-04-27,TOTAL_OPERATE_INCOME,2.57106e+09,CNY_yuan
002361,2024-03-31,2024-04-27,PARENT_NETPROFIT,7.16487e+06,CNY_yuan
002361,2024-03-31,2024-04-27,TOTAL_OPERATE_INCOME,5.01585e+08,CNY_yuan
002361,2024-06-30,2024-08-29,PARENT_NETPROFIT,1.78948e+07,CNY_yuan
002361,2024-06-30,2024-08-29,TOTAL_OPERATE_INCOME,1.12007e+09,CNY_yuan
002361,2024-09-30,2024-10-29,PARENT_NETPROFIT,2.92062e+07,CNY_yuan
002361,2024-09-30,2024-10-29,TOTAL_OPERATE_INCOME,1.73587e+09,CNY_yuan
002361,2024-12-31,2025-04-25,PARENT_NETPROFIT,3.36507e+07,CNY_yuan
002361,2024-12-31,2025-04-25,TOTAL_OPERATE_INCOME,2.4176e+09,CNY_yuan
002361,2025-03-31,2025-04-25,PARENT_NETPROFIT,1.18674e+07,CNY_yuan
002361,2025-03-31,2025-04-25,TOTAL_OPERATE_INCOME,5.19785e+08,CNY_yuan
002361,2025-06-30,2025-08-28,PARENT_NETPROFIT,2.35971e+07,CNY_yuan
002361,2025-06-30,2025-08-28,TOTAL_OPERATE_INCOME,1.15526e+09,CNY_yuan
002361,2025-09-30,2025-10-31,PARENT_NETPROFIT,3.032e+07,CNY_yuan
002361,2025-09-30,2025-10-31,TOTAL_OPERATE_INCOME,1.8338e+09,CNY_yuan
002361,2025-12-31,2026-04-28,PARENT_NETPROFIT,1.32982e+07,CNY_yuan
002361,2025-12-31,2026-04-28,TOTAL_OPERATE_INCOME,2.41865e+09,CNY_yuan
002361,2026-03-31,2026-04-28,PARENT_NETPROFIT,-5.26795e+06,CNY_yuan
002361,2026-03-31,2026-04-28,TOTAL_OPERATE_INCOME,4.91227e+08,CNY_yuan
